HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
J1744,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,01/01/2013,12/31/9999,01/01/2014
J1745,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2000,12/31/9999,01/01/2014
J1746,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2015
J1750,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,12/31/2005,12/31/9999,01/01/2014
J1756,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2003,12/31/9999,01/01/2014
J1786,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2011,12/31/9999,01/01/2014
J1800,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1810,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1815,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J1817,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2017
J1823,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2021,12/31/9999,01/01/2017
J1826,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,01/01/2011,12/31/9999,01/01/2014
J1830,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,01/01/1982,12/31/9999,01/01/2014
J1833,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J1835,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2015
J1840,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1850,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1885,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J1890,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1930,RI022N,R,Treatment,RI,"Injections and Infusions (nononcologic)",022,"Injection - Somatostatin",N,01/01/2009,12/31/9999,01/01/2014
J1931,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2005,12/31/9999,01/01/2014
J1932,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2022,12/31/9999,01/01/2017
J1940,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/1982,12/31/9999,01/01/2014
J1942,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2017,09/30/2019,01/01/2014
J1943,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J1944,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J1945,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/2006,12/31/9999,01/01/2014
J1950,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J1951,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2021,12/31/9999,01/01/2017
J1952,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2022,12/31/9999,01/01/2017
J1953,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2009,12/31/9999,01/01/2014
J1955,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J1956,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1999,12/31/9999,01/01/2014
J1960,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1980,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1990,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J2001,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J2010,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2020,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J2060,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2150,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2170,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2015
J2175,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2180,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2182,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2017,12/31/9999,01/01/2014
J2185,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J2186,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J2210,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2212,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2013,12/31/9999,01/01/2014
J2248,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2014
J2250,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J2260,RI026N,R,Treatment,RI,"Injections and Infusions (nononcologic)",026,"Injection - Vasodilator",N,01/01/1986,12/31/9999,01/01/2014
J2265,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2012,12/31/9999,01/01/2014
J2270,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2271,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1999,12/31/2014,01/01/2014
J2274,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
J2275,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/2014,01/01/2014
J2278,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J2280,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J2300,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J2310,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J2315,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2014
J2320,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2323,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2008,12/31/9999,01/01/2014
J2325,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J2326,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2018,12/31/9999,01/01/2014
J2350,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2018,12/31/9999,01/01/2014
J2353,RI022N,R,Treatment,RI,"Injections and Infusions (nononcologic)",022,"Injection - Somatostatin",N,01/01/2004,12/31/9999,01/01/2014
J2354,RI022N,R,Treatment,RI,"Injections and Infusions (nononcologic)",022,"Injection - Somatostatin",N,01/01/2004,12/31/9999,01/01/2014
J2355,RI036N,R,Treatment,RI,"Injections and Infusions (nononcologic)",036,"Platelet Stimulating Agent",N,01/01/1999,12/31/9999,01/01/2017
J2355,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1999,12/31/9999,01/01/2014
J2356,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2022,12/31/9999,01/01/2017
J2357,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2005,12/31/9999,01/01/2014
J2358,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2011,12/31/9999,01/01/2014
J2360,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2370,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2400,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/2022,01/01/2014
J2405,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J2406,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2021,12/31/9999,01/01/2017
J2407,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J2410,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2425,RI013N,R,Treatment,RI,"Injections and Infusions (nononcologic)",013,"Injection - Growth/Hormone Factor",N,01/01/2006,12/31/9999,01/01/2014
J2426,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2011,12/31/9999,01/01/2014
J2430,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2440,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2460,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J2501,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J2502,RI022N,R,Treatment,RI,"Injections and Infusions (nononcologic)",022,"Injection - Somatostatin",N,01/01/2016,12/31/9999,01/01/2014
J2503,RI013N,R,Treatment,RI,"Injections and Infusions (nononcologic)",013,"Injection - Growth/Hormone Factor",N,01/01/2006,12/31/9999,01/01/2014
J2504,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2006,12/31/9999,01/01/2014
J2505,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,01/01/2004,12/31/2021,01/01/2014
J2506,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2022,12/31/9999,01/01/2017
J2507,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2012,12/31/9999,01/01/2014
J2510,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2515,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2540,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2543,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2000,12/31/9999,01/01/2014
J2547,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J2550,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2560,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2562,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/9999,01/01/2014
J2590,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2597,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J2650,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2670,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2017
J2675,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2015
J2680,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2690,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2700,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2704,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
J2710,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2720,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/1982,12/31/9999,01/01/2014
J2724,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2008,12/31/9999,01/01/2014
J2730,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2760,RI026N,R,Treatment,RI,"Injections and Infusions (nononcologic)",026,"Injection - Vasodilator",N,01/01/1982,12/31/9999,01/01/2014
J2765,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2770,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
J2778,RI013N,R,Treatment,RI,"Injections and Infusions (nononcologic)",013,"Injection - Growth/Hormone Factor",N,01/01/2008,12/31/9999,01/01/2014
J2779,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2022,12/31/9999,01/01/2017
J2780,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2000,12/31/9999,01/01/2014
J2783,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2004,12/31/9999,01/01/2014
J2785,RI026N,R,Treatment,RI,"Injections and Infusions (nononcologic)",026,"Injection - Vasodilator",N,01/01/2009,12/31/9999,01/01/2014
J2786,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2017,12/31/9999,01/01/2014
J2788,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2003,12/31/9999,01/01/2016
J2788,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J2790,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J2790,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1986,12/31/9999,01/01/2016
J2791,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2016
J2791,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2008,12/31/9999,01/01/2014
J2792,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1999,12/31/9999,01/01/2016
J2792,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1999,12/31/9999,01/01/2014
J2793,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/9999,01/01/2014
J2794,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J2795,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
J2796,RI036N,R,Treatment,RI,"Injections and Infusions (nononcologic)",036,"Platelet Stimulating Agent",N,01/01/2010,12/31/9999,01/01/2017
J2796,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/9999,01/01/2014
J2798,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J2800,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2805,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J2810,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2820,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,01/01/1982,12/31/9999,01/01/2014
J2840,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2017,12/31/9999,01/01/2014
J2850,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J2860,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J2910,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2916,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2016
J2916,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2003,12/31/9999,01/01/2014
J2920,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2930,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1984,12/31/9999,01/01/2014
J2941,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J2950,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J2993,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
J2995,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2015
J2997,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
J2998,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2022,12/31/9999,01/01/2017
J3000,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3010,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3030,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J3031,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2019,12/31/9999,01/01/2015
J3032,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2020,12/31/9999,01/01/2016
J3060,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2014,12/31/9999,01/01/2014
J3070,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3090,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J3095,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2011,12/31/9999,01/01/2014
J3101,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2009,12/31/9999,01/01/2014
J3105,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1987,12/31/9999,01/01/2014
J3110,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J3111,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2019,12/31/9999,01/01/2015
J3120,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J3121,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
J3130,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J3140,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J3145,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
J3150,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J3230,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3240,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J3241,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2020,12/31/9999,01/01/2016
J3243,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2014
J3245,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2015
J3246,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J3260,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3262,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2011,12/31/9999,01/01/2014
J3265,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J3280,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J3285,RI026N,R,Treatment,RI,"Injections and Infusions (nononcologic)",026,"Injection - Vasodilator",N,01/01/2006,12/31/9999,01/01/2014
J3300,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2009,12/31/9999,01/01/2014
J3301,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1991,12/31/9999,01/01/2014
J3302,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1991,12/31/9999,01/01/2014
J3303,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1991,12/31/9999,01/01/2014
J3304,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J3305,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2017
J3310,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3315,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J3316,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
